,Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,LotFrontage,MasVnrArea,GarageYrBlt,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,KitchenQual,Functional,PavedDrive,SaleType,SaleCondition,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,PoolQC,Fence,MiscFeature
751,752,60,7750,7,5,4,4,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2,400,0,48,0,0,0,0,0,8,15,162000,37.0,0.0,4.0,3,1,3,3,0,4,0,8,6,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,5,5,4,1,0,4,4,1,3,3,2,1
752,753,20,9236,6,5,9,9,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,2,576,168,27,0,0,0,0,0,7,15,217000,79.0,0.0,9.0,3,1,0,3,0,4,0,5,2,2,0,2,1,1,12,13,3,2,2,1,0,1,2,6,2,8,4,2,2,3,1,2,5,4,1,1,4,4,1,3,3,2,1
753,754,60,10240,8,5,1,1,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,3,878,192,52,0,0,0,0,0,3,12,275500,80.0,178.0,1.0,3,1,3,3,0,4,0,16,2,2,0,5,1,1,12,13,2,4,2,1,2,1,0,6,2,8,4,1,2,3,2,5,5,4,1,1,4,4,1,2,3,2,1
754,755,20,7930,6,8,40,4,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,2,440,171,48,0,0,0,0,0,7,12,156000,61.0,0.0,40.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,9,10,3,4,1,1,2,1,2,6,2,8,4,2,3,3,3,2,3,4,5,1,4,4,1,3,3,2,1
755,756,160,3230,6,5,10,10,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,2,440,0,24,0,0,0,0,0,3,12,172500,34.0,894.0,10.0,1,1,3,3,0,4,0,21,2,2,4,5,1,1,8,8,3,4,2,1,2,1,3,6,2,8,4,1,2,3,3,2,5,4,5,2,4,4,2,3,3,2,1
756,757,60,10769,8,5,2,2,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,578,144,105,0,0,0,0,0,4,11,212000,68.0,0.0,2.0,3,1,0,3,0,4,0,5,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,0,2,5,4,1,1,4,4,1,3,3,2,1
757,758,60,11616,6,5,32,32,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,2,440,335,0,0,0,0,0,0,4,13,158900,50.0,328.0,32.0,3,1,0,3,0,1,0,19,2,2,0,5,3,1,6,6,3,4,1,1,4,1,3,6,2,8,0,0,3,3,2,4,5,4,1,0,4,4,1,5,3,0,1
758,759,160,2280,7,5,9,9,549,0,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,0,0,8,14,179400,24.0,360.0,9.0,1,1,3,3,0,4,0,21,2,2,3,5,1,1,8,8,3,4,2,1,2,1,3,6,2,8,4,1,2,3,3,0,5,4,5,2,4,4,2,3,3,2,1
759,760,60,12257,8,5,12,12,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,3,752,222,98,0,0,0,0,0,11,12,290000,65.0,513.0,12.0,3,1,0,3,0,4,0,15,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,0,3,0,4,1,1,4,4,1,5,3,2,1
760,761,20,9100,6,6,50,50,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,1,300,0,0,0,0,0,0,450,10,12,127500,70.0,0.0,1.0,3,1,3,3,0,4,0,12,2,2,0,2,3,1,13,14,3,4,1,1,0,1,3,6,2,8,4,2,3,3,3,4,5,4,5,2,0,0,1,3,3,2,3
761,762,30,6911,5,5,85,59,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,2,440,0,0,0,0,0,0,0,10,11,100000,60.0,0.0,44.0,4,1,3,3,0,2,0,3,1,2,0,2,1,1,13,14,3,4,2,1,4,1,1,2,2,8,4,2,3,3,2,3,5,4,5,2,4,4,1,3,3,2,1
762,763,60,8640,7,5,1,1,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2,614,169,45,0,0,0,0,0,6,12,215200,72.0,0.0,1.0,1,1,3,3,0,4,0,21,2,2,0,5,1,1,12,13,3,4,2,1,0,1,2,6,2,2,4,2,2,3,2,2,5,4,1,2,4,4,1,3,3,2,1
763,764,60,9430,8,5,10,10,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,3,856,0,128,0,0,180,0,0,7,15,337000,82.0,673.0,10.0,3,1,3,3,0,4,0,15,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,2,2,5,4,1,1,4,4,1,2,3,2,1
764,765,120,9549,8,5,11,10,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,2,481,0,30,0,0,216,0,0,4,13,270000,30.0,0.0,11.0,3,1,0,3,0,1,0,24,2,2,4,2,3,1,3,3,2,2,2,1,0,1,0,6,2,8,4,2,2,1,0,3,2,4,1,0,4,4,1,2,3,2,1
765,766,20,14587,9,5,0,0,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2,592,0,174,0,0,0,0,0,8,11,264132,75.0,284.0,0.0,3,1,0,3,0,4,0,21,2,2,0,2,1,1,12,13,2,4,2,1,0,1,0,6,2,6,5,3,2,3,3,5,5,4,1,0,4,4,1,2,3,2,1
766,767,60,10421,7,5,22,22,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,2,496,228,66,156,0,0,0,500,3,13,196500,80.0,42.0,22.0,3,1,3,3,0,4,0,14,2,2,0,5,1,1,6,6,3,4,1,1,4,1,3,6,2,8,4,1,2,3,3,2,5,4,1,2,4,4,1,5,3,3,3
767,768,50,12508,6,7,68,23,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1,423,245,0,156,0,0,0,1300,7,15,160000,75.0,0.0,19.0,3,1,0,3,0,4,0,11,2,2,0,0,1,1,12,13,3,4,1,1,0,1,3,4,2,8,4,2,2,3,2,0,5,4,1,2,4,4,1,3,3,2,3
768,769,20,9100,7,5,2,1,24,0,1836,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,2,484,120,33,0,0,0,0,0,10,11,216837,70.0,0.0,2.0,3,1,3,3,0,4,0,5,2,2,0,2,3,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,1,0,4,4,1,2,3,2,1
769,770,60,53504,8,5,7,7,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,3,841,503,36,0,0,210,0,0,6,12,538000,47.0,603.0,7.0,3,1,1,1,0,1,1,22,2,2,0,5,3,1,5,15,0,4,2,1,0,1,0,4,2,8,4,1,2,3,1,0,5,4,3,0,4,4,1,2,3,2,1
770,771,85,7252,5,5,27,27,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,2,576,120,0,0,0,0,0,0,4,15,134900,90.0,0.0,26.0,3,1,0,3,0,1,0,19,2,2,0,6,3,1,13,14,3,4,1,1,4,1,3,6,2,8,4,2,2,3,0,2,5,4,5,2,4,4,1,3,3,2,1
771,772,20,8877,4,5,55,55,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,2,396,0,0,0,0,0,0,0,4,11,102000,67.0,0.0,55.0,3,1,3,3,0,4,0,7,2,2,0,2,1,1,13,14,3,4,1,1,4,1,3,6,2,0,4,2,1,0,3,3,5,1,5,2,4,4,1,3,3,2,1
772,773,80,7819,6,5,34,34,422,127,480,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,2,672,144,0,0,0,0,0,0,3,14,107000,94.0,0.0,34.0,3,1,3,3,0,4,0,7,2,2,0,7,1,1,9,10,3,4,1,1,4,1,3,6,2,8,0,2,3,3,0,0,1,4,5,2,4,4,1,5,3,3,1
773,774,20,10150,5,5,49,49,456,0,456,912,912,0,0,912,0,0,1,0,2,1,5,0,1,275,0,0,0,0,0,0,0,7,14,114500,70.0,1.0,49.0,3,1,3,3,0,4,0,12,1,2,0,2,1,1,13,14,3,4,1,1,0,1,3,6,2,0,4,2,3,3,3,4,5,0,1,1,4,4,1,3,3,2,1
774,775,20,14226,8,5,1,1,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,3,895,315,45,0,0,0,0,0,7,12,395000,110.0,375.0,1.0,3,1,3,3,0,0,0,16,2,2,0,2,3,1,12,13,2,4,2,1,2,1,2,6,2,6,5,1,2,3,0,5,5,4,1,0,4,4,1,2,3,2,1
775,776,120,4500,6,5,11,11,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,2,412,0,247,0,0,0,0,0,6,15,162000,32.0,320.0,11.0,4,1,3,3,0,2,0,11,2,2,4,2,3,1,12,13,3,4,2,1,0,1,3,6,2,8,4,1,0,3,3,2,5,4,1,0,4,4,1,3,3,2,1
776,777,20,11210,7,5,1,0,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,3,865,144,59,0,0,0,0,0,7,15,221500,86.0,240.0,1.0,3,1,0,3,0,4,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,1,2,3,0,2,5,4,1,1,4,4,1,3,3,2,1
777,778,20,13350,5,5,32,32,762,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,2,440,241,0,0,0,0,0,0,6,14,142500,100.0,0.0,32.0,3,1,0,3,0,4,0,19,2,2,0,2,3,1,6,10,3,4,1,1,4,1,3,6,2,8,4,2,3,3,3,0,5,4,1,2,4,4,1,1,3,3,1
778,779,90,8400,5,5,30,30,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,2,630,0,0,0,0,0,0,0,10,15,144000,60.0,320.0,30.0,2,1,3,3,0,4,0,20,1,2,2,2,1,1,9,10,3,4,3,1,4,1,3,6,2,8,4,1,3,3,3,5,5,4,5,2,4,4,1,5,3,2,1
779,780,90,10530,6,5,29,29,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,5,14,135000,78.0,90.0,29.0,3,1,3,3,0,4,0,11,2,2,2,6,1,1,9,7,3,4,1,1,4,1,3,6,2,8,4,1,2,3,1,2,5,4,1,2,4,4,1,3,3,2,1
780,781,20,7875,7,5,12,11,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,2,402,220,21,0,0,0,0,0,6,15,176000,63.0,38.0,12.0,3,1,3,3,0,4,0,8,2,2,0,2,1,1,6,6,3,4,2,1,2,1,3,6,2,8,4,1,2,1,3,5,5,4,1,0,4,4,1,5,3,2,1
781,782,60,7153,6,5,14,14,387,0,374,761,810,793,0,1603,0,0,2,1,3,1,7,0,2,484,0,124,0,0,0,0,0,7,12,175900,65.0,0.0,14.0,3,1,3,3,0,4,0,20,2,2,0,5,1,1,12,13,2,2,2,1,0,1,2,6,2,8,4,2,2,3,3,0,5,4,1,1,4,4,1,3,3,2,1
782,783,20,16285,7,5,8,7,0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2,605,0,33,0,0,0,0,0,6,12,187100,67.0,0.0,8.0,3,1,1,3,0,4,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,5,5,4,1,1,4,4,1,3,3,2,1
783,784,85,9101,5,6,31,31,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,2,602,303,30,0,0,0,0,0,7,13,165500,80.0,104.0,31.0,3,1,0,3,0,0,0,11,2,2,0,6,1,1,9,10,3,2,2,1,0,1,2,6,2,8,4,1,2,3,0,2,5,4,1,0,4,4,1,5,3,2,1
784,785,75,6300,6,6,94,7,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,0,0,0,291,134,0,0,0,0,6,12,128000,35.0,0.0,3.0,4,1,3,3,0,4,0,17,2,2,0,4,1,1,13,15,3,4,1,1,0,1,3,6,2,8,4,2,3,3,3,5,5,4,1,2,4,4,0,2,3,2,1
785,786,20,9790,6,5,42,42,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,2,457,0,0,0,0,197,0,0,9,11,161500,91.0,0.0,42.0,3,1,3,3,0,4,0,14,1,2,0,2,1,1,3,14,3,4,1,1,4,1,3,6,2,8,4,2,3,3,3,4,3,4,1,2,4,4,1,2,3,2,1
786,787,50,10800,5,6,95,60,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1,416,0,0,196,0,0,0,1200,6,11,139000,60.0,0.0,49.0,4,1,3,3,0,4,0,17,0,2,0,0,1,1,8,8,3,2,2,1,4,1,3,6,2,8,4,2,1,3,3,3,5,4,5,2,4,4,1,3,3,2,3
787,788,60,10142,7,5,6,6,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2,618,0,45,0,0,0,0,0,1,13,233000,76.0,0.0,6.0,3,1,0,3,0,4,0,20,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,3,1,4,4,1,3,3,2,1
788,789,20,6000,4,7,54,8,0,0,901,901,901,0,0,901,0,0,1,0,2,1,4,0,1,281,0,0,0,0,0,0,0,8,14,107900,50.0,0.0,54.0,4,1,3,3,0,0,0,17,2,2,0,2,1,1,8,8,3,4,1,1,0,1,3,6,2,8,4,2,3,3,3,5,5,4,5,2,1,4,1,3,3,2,1
789,790,60,12205,6,8,41,0,568,0,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,2,444,133,168,0,0,0,0,0,7,12,187500,70.0,157.0,41.0,3,1,0,2,0,4,0,4,2,2,0,5,1,1,6,6,3,4,1,1,2,1,2,6,2,8,4,1,3,0,1,3,5,4,1,0,4,4,1,3,3,2,1
790,791,120,3182,7,5,4,3,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2,397,100,16,0,0,0,0,0,9,14,160200,43.0,11.0,4.0,3,1,3,3,0,4,0,0,2,2,4,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,2,5,4,1,0,4,4,1,2,3,2,1
791,792,80,11333,6,5,31,31,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,2,539,120,0,0,0,0,0,0,5,14,146800,65.0,0.0,31.0,3,1,0,3,0,0,0,11,2,2,0,7,1,1,6,6,3,4,2,1,4,1,3,6,2,8,4,2,2,3,0,0,5,4,1,1,4,4,1,5,3,2,1
792,793,60,9920,7,5,11,10,862,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,2,455,180,130,0,0,0,0,0,6,14,269790,92.0,0.0,10.0,3,1,0,3,0,1,0,15,2,2,0,5,1,1,8,8,2,4,2,1,0,1,3,6,2,8,4,2,2,3,0,2,5,4,1,2,4,4,1,5,3,2,1
793,794,20,9158,8,5,0,0,0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2,474,168,130,0,0,0,0,0,6,13,225000,76.0,140.0,0.0,3,1,3,3,0,4,0,21,2,2,0,2,1,1,5,5,2,4,2,1,0,1,2,6,2,6,5,3,2,3,0,5,5,4,1,0,4,4,1,3,3,2,1
794,795,60,10832,7,5,14,12,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,2,409,143,46,0,0,0,0,500,10,11,194500,98.0,0.0,14.0,3,1,0,3,0,0,0,8,2,2,0,5,1,1,8,8,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,5,5,4,1,0,4,4,1,5,3,2,3
795,796,60,8400,6,6,30,29,0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,2,476,0,50,0,0,204,0,0,4,14,171000,70.0,130.0,30.0,3,1,3,3,0,4,0,20,2,2,0,5,1,1,6,6,3,4,1,1,4,1,3,6,2,8,4,1,2,3,3,5,5,4,1,2,4,4,1,5,3,3,1
796,797,20,8197,6,5,30,30,0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,2,528,138,0,0,0,0,0,0,4,13,143500,71.0,148.0,30.0,3,1,3,3,0,4,0,19,2,2,0,2,1,1,9,10,3,4,1,1,0,1,3,6,2,8,4,1,3,3,3,5,5,4,1,1,4,4,1,5,3,3,1
797,798,20,7677,5,5,55,55,570,0,203,773,773,0,0,773,0,0,1,0,2,1,4,0,1,240,0,0,0,0,0,0,0,4,12,110000,57.0,0.0,55.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,12,13,3,4,1,1,2,1,3,6,2,8,0,2,3,3,3,1,5,4,1,2,4,4,1,3,3,2,1
798,799,60,13518,9,5,1,0,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,3,820,144,78,0,0,0,0,0,7,14,485000,104.0,860.0,0.0,3,1,3,3,0,4,0,16,2,2,0,5,3,1,12,13,0,4,2,1,0,1,0,6,2,6,5,3,0,3,3,5,5,4,3,0,4,4,1,2,3,2,1
799,800,50,7200,5,7,70,57,569,0,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,1,240,0,0,264,0,0,0,0,6,13,175000,60.0,252.0,68.0,3,1,3,3,0,0,0,18,1,2,0,0,1,1,13,14,3,4,0,1,0,1,2,6,2,8,4,1,2,3,3,0,5,4,5,2,4,4,1,5,3,3,1
800,801,60,12798,6,5,11,11,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,2,603,403,114,185,0,0,0,400,5,14,200000,79.0,0.0,11.0,3,1,0,1,0,4,1,4,1,2,0,5,1,1,12,13,3,4,2,1,2,1,2,6,2,8,4,2,2,3,1,2,5,4,1,1,4,4,1,3,3,2,3
801,802,30,4800,4,7,91,17,197,0,999,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,2,440,0,0,0,0,0,0,0,7,13,109900,40.0,0.0,50.0,4,1,3,3,0,4,0,9,2,2,0,2,1,1,8,8,3,4,1,1,0,1,3,6,2,8,4,2,3,3,3,3,5,0,5,2,4,4,1,3,3,2,1
802,803,60,8199,7,5,3,3,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,2,410,36,18,0,0,0,0,0,10,12,189000,63.0,0.0,3.0,3,1,3,3,0,4,0,5,2,2,0,5,1,1,14,15,2,4,2,1,0,1,2,6,2,8,4,2,2,3,0,2,5,4,1,0,4,4,1,2,3,2,1
803,804,60,13891,9,5,1,0,0,0,1734,1734,1734,1088,0,2822,0,0,3,1,4,1,12,1,3,1020,52,170,0,0,192,0,0,1,15,582933,107.0,424.0,0.0,3,1,3,3,0,4,0,16,2,2,0,5,3,1,12,13,0,4,2,1,0,1,0,6,2,6,5,3,0,3,1,5,5,4,3,1,4,4,1,2,3,2,1
804,805,20,9000,5,5,52,52,812,0,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,1,286,0,0,0,0,0,0,0,6,13,118000,75.0,0.0,52.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,13,14,3,4,1,1,4,1,3,2,2,8,3,2,3,3,3,3,5,4,1,2,4,4,1,3,3,1,1
805,806,20,12274,7,5,0,0,0,0,1417,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,2,554,0,60,0,0,0,0,0,7,15,227680,91.0,256.0,0.0,3,1,0,3,0,2,0,21,2,2,0,2,1,1,12,13,2,4,2,1,0,1,0,6,2,6,5,3,2,3,3,5,5,4,1,1,4,4,1,3,3,2,1
806,807,80,9750,5,5,39,39,400,480,100,980,980,0,0,980,0,0,2,0,3,1,6,0,1,384,68,0,0,0,0,0,0,10,12,135500,75.0,0.0,39.0,3,1,3,3,0,4,0,12,2,2,0,7,1,1,12,13,3,4,2,1,2,1,3,6,2,8,4,2,3,3,0,0,4,4,1,0,4,4,1,3,3,2,1
807,808,70,21384,5,6,86,5,1309,0,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,2,528,0,312,0,0,0,0,0,5,15,223500,144.0,0.0,86.0,3,1,3,3,0,4,0,3,2,2,0,5,1,1,13,14,3,4,1,1,0,1,2,6,2,8,4,2,3,3,1,2,5,4,1,1,4,4,1,5,3,2,1
808,809,80,13400,5,5,40,40,516,128,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,2,484,0,0,0,0,0,0,0,6,12,159950,85.0,1047.0,40.0,3,1,3,3,0,4,0,12,2,2,0,7,1,1,12,13,3,4,1,1,4,1,3,6,2,8,4,1,3,3,0,0,1,4,1,1,4,4,1,2,3,1,1
809,810,75,8100,5,5,111,44,0,0,849,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,2,360,40,156,0,0,0,0,0,11,15,106000,90.0,0.0,99.0,4,1,3,3,0,0,0,17,2,2,0,4,3,1,0,0,3,4,2,1,4,0,3,6,0,8,4,2,3,3,3,5,5,0,5,2,1,3,1,3,3,3,1
810,811,20,10140,6,6,32,7,663,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,2,484,265,0,0,0,0,648,0,1,13,181000,78.0,99.0,32.0,3,1,3,3,0,4,0,14,2,2,0,2,3,1,6,6,3,4,1,1,1,1,2,6,2,8,4,1,3,3,3,0,3,4,1,1,4,4,1,1,1,0,1
811,812,120,4438,6,5,4,4,662,0,186,848,848,0,0,848,1,0,1,0,1,1,4,1,2,420,140,0,0,0,0,0,0,6,11,144500,90.0,169.0,4.0,4,1,3,3,0,4,0,5,2,2,4,2,1,1,12,13,2,4,2,1,0,1,2,6,2,3,4,1,2,3,1,2,5,4,1,0,4,4,1,2,3,2,1
812,813,20,8712,5,5,58,58,0,0,540,540,1044,0,0,1044,0,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,54,6,14,55993,66.0,0.0,58.0,0,0,3,0,0,4,1,9,2,2,0,2,3,1,13,14,1,4,1,1,4,0,1,6,0,8,2,2,3,3,0,5,5,0,2,2,4,4,1,3,3,2,3
813,814,20,9750,6,6,49,49,608,0,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,1,301,0,0,275,0,0,0,500,4,15,157900,75.0,243.0,49.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,8,8,3,4,1,1,2,1,3,6,2,0,4,1,3,3,3,4,5,4,1,1,4,4,1,3,3,2,3
814,815,50,8248,5,7,88,56,0,0,686,686,686,564,0,1250,0,1,1,1,3,1,7,0,1,280,207,0,96,0,0,0,0,7,11,116000,45.0,0.0,51.0,3,1,3,3,0,4,0,7,2,2,0,0,1,1,11,12,3,4,0,2,2,1,1,6,1,8,4,2,3,3,3,5,5,4,5,2,4,4,0,3,3,2,1
815,816,20,12137,7,5,12,12,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,2,598,0,34,0,0,0,0,0,5,15,224900,48.0,442.0,12.0,3,1,1,3,0,1,0,5,2,2,0,2,1,1,12,13,3,4,2,1,0,1,2,6,2,8,4,1,2,3,3,5,5,4,1,1,4,4,1,3,3,2,1
816,817,20,11425,5,6,52,52,486,0,522,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,1,275,0,0,120,0,0,0,0,7,13,137000,62.0,0.0,52.0,3,1,0,3,0,0,0,12,2,2,0,2,1,1,3,3,3,4,1,1,2,1,3,6,2,8,4,2,3,3,3,1,5,4,1,1,4,4,1,2,3,2,1
817,818,20,13265,8,5,6,6,1218,0,350,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,3,857,150,59,0,0,0,0,0,7,11,271000,66.0,148.0,6.0,3,1,0,3,0,1,0,11,2,2,0,2,3,1,5,5,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,2,5,4,1,1,4,4,1,2,3,2,1
818,819,80,8816,6,7,39,39,504,0,506,1010,1052,0,0,1052,1,0,1,0,3,1,6,0,2,440,0,0,0,0,0,0,0,6,11,155000,80.0,80.0,39.0,3,1,3,3,0,4,0,4,2,2,0,7,1,1,6,6,3,4,1,1,2,1,3,6,2,8,4,1,3,3,0,2,5,4,1,2,4,4,1,3,3,3,1
819,820,120,6371,7,5,1,0,733,0,625,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,192,35,0,0,0,0,0,6,13,224000,44.0,128.0,0.0,3,1,0,3,0,4,0,16,2,2,4,2,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,3,2,3,2,2,5,4,1,1,4,4,1,2,3,2,1
820,821,60,7226,7,5,5,5,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,595,0,45,0,0,0,0,0,6,12,183000,72.0,0.0,5.0,3,1,0,3,0,1,0,5,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,5,5,4,1,1,4,4,1,3,3,2,1
821,822,20,6000,4,4,56,56,0,0,936,936,936,0,0,936,0,0,1,0,2,1,4,0,2,576,0,32,112,0,0,0,0,2,14,93000,60.0,0.0,35.0,4,1,3,0,0,4,1,17,2,2,1,2,1,1,8,8,1,4,1,1,4,0,3,3,2,8,4,2,1,3,3,5,5,4,5,2,4,4,2,3,3,2,1
822,823,60,12394,7,5,4,4,0,0,847,847,847,886,0,1733,0,0,2,1,3,1,7,1,2,433,100,48,0,0,0,0,0,10,12,225000,68.0,0.0,4.0,3,1,0,3,0,0,0,8,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,3,2,2,3,1,5,5,4,3,0,4,4,1,2,3,2,1
823,824,50,9900,6,7,69,59,0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,1,240,335,0,0,0,0,0,0,7,15,139500,60.0,0.0,69.0,3,1,3,3,0,4,0,18,2,2,0,0,1,1,12,13,3,4,0,1,4,1,3,6,2,8,4,2,3,3,3,5,5,4,5,2,4,4,1,2,3,1,1
824,825,20,11216,8,5,0,0,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,2,776,0,140,0,0,0,0,0,6,13,232600,81.0,0.0,0.0,1,1,3,3,0,4,0,21,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,2,2,1,3,5,5,4,1,1,4,4,1,2,3,2,1
825,826,20,14803,10,5,1,0,1636,0,442,2078,2084,0,0,2084,1,0,2,0,2,1,7,1,3,1220,188,45,0,0,0,0,0,6,13,385000,114.0,816.0,1.0,3,1,3,3,0,4,0,16,4,4,0,2,3,1,5,5,0,4,2,1,0,1,0,6,2,6,5,1,0,3,0,2,5,4,1,0,4,4,1,2,3,2,1
826,827,45,6130,5,6,84,58,784,0,0,784,784,0,0,784,1,0,1,0,2,1,5,0,0,0,0,0,116,0,0,0,0,5,12,109500,50.0,0.0,74.0,4,1,3,3,0,4,0,3,2,2,0,1,1,1,8,8,3,4,0,1,2,1,2,6,2,8,4,2,3,3,3,0,5,4,1,2,4,4,1,3,3,2,1
827,828,20,8529,7,5,8,8,20,0,1434,1454,1434,0,0,1434,0,0,2,0,3,1,6,1,2,527,290,39,0,0,0,0,0,4,12,189000,65.0,0.0,8.0,3,1,0,3,0,4,0,20,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,1,1,4,4,1,5,3,2,1
